mpn_match,MPN,Title,Images,category,url,description,status
S1R10PSPH,S1R10PSPH,"Recessed 10"" Series, Sub Plate, 1/2 Perimeter, (1) VGA/HDMI/DP Opening",https://hubbellcdn.com/prodimage1200/WBP_S1R10PSPH_PRODIMAGE_1200.jpg,"[['Device Sub-Plates'], []]",/hubbell/en/p/4083980?queryID=b587b8693f7702b8a8818708e9cb59e2&indexName=Products,"Recessed 10"" Series, Sub Plate, 1/2 Perimeter, (1) VGA/HDMI/DP Opening",[]
S1R10PTNKL,S1R10PTNKL,"Recessed 10"" Series, Kit",https://hubbellcdn.com/prodimage1200/WBP_S1R10PTNKL_PRODIMAGE_1200.jpg,"[['Base Units'], []]",/hubbell/en/p/4083996?queryID=246e1fc16f914b51f7564b3f89c16da9&indexName=Products,"Recessed 10"" Series, Kit, Includes (1) S1R10PTFIT, (1) S1R10CVRNKL, (2) S1R10PSPREPBRKT, (4) S1R10CBFPT, (3) S1R10PBFBLANK, (1) S1R10PBF075, (1) S1R10CENTERDIV, (1) S1R10PERIMDIV",[]
S1R10PTZBLK,S1R10PTZBLK,"Recessed 10"" Series, Kit",https://hubbellcdn.com/prodimage1200/WBP_S1R10PTBLK_PRODIMAGE_1200.jpg,"[['Base Units'], []]",/hubbell/en/p/4083998?queryID=d37183a4601d05631bb63038fdbc399e&indexName=Products,"Recessed 10"" Series, Kit, Includes (1) S1R10PTFIT, (1) S1R10CVRBLKU, (2) S1R10PSPZ, (2) S1R10PSPREPBRKT, (4) S1R10CBFPT, (3) S1R10PBFBLANK, (1) S1R10PBF075, (1) S1R10CENTERDIV, (1) S1R10PERIMDIV",[]
S1R4DIV,S1R4DIV,"Fire Rated Poke Throughs, Recessed 4"" Series, Replacement Low Voltage Divider",https://hubbellcdn.com/prodimage1200/WBP_S1R4DIV_PRODIMAGE_1200.jpg,"[['Accessories'], ['Accessories']]",/hubbell/en/p/2186144?queryID=a12d18a0b27ae82c3f7e0c8a7aaaa395&indexName=Products,"Fire Rated Poke Throughs, Recessed 4"" Series, Replacement Low Voltage Divider",[]
S1R4PTQUADBRZ,S1R4PTQUADBRZ,Title not found,https://hubbellcdn.com/prodimage1200/WBP_S1R4PTBRZ_PRODIMAGE_1200.jpg,"[['Base Units'], []]",url not found,"Recessed 4"" Series, (1) S1R4PTFIT fitting, (1) S1R4CVRBRZ, (1) S1R4SPQUAD, (1) S1FRPTJB Hubbell Junction Box",[]
S1SPMAXC,S1SPMAXC,Title not found,https://hubbellcdn.com/prodimage1200/WBP_S1SPMAXC_PRODIMAGE_1200.jpg,"[['Device Sub-Plates', ''], ['Sub-Plates']]",url not found,"SystemOne, Sub-Plate, Recessed Bezel for (6) Siemon MAX Modules, Controlled Single 20A, 125V Receptacle, Black",[]
ZB111C4W4TM,ZB111C4W4TM,Title not found,https://hubbellcdn.com/prodimage1200/WBP_ZB111C8W8TM_PRODIMAGE_1200.jpg,"[['Boxes'], []]",url not found,"2.0 Zone Boxes, 111 Wiring Configuration, (4) Output Whips, (4) Circuit, (1) Circuit per Whip, Terminal Block",[]
ZB332C12W4P,ZB332C12W4P,Title not found,https://hubbellcdn.com/prodimage1200/WBP_ZB422S2C16W4P_PRODIMAGE_1200.jpg,"[['Boxes'], []]",url not found,"2.0 Zone Boxes, 332 Wiring Configuration, (4) Output Whip, (12) Circuit, (3) Circuit per Whip, Open Leads",[]
ZB332C3W2TC,ZB332C3W2TC,Title not found,https://hubbellcdn.com/prodimage1200/WBP_ZB422S2C16W4P_PRODIMAGE_1200.jpg,"[['Boxes'], []]",url not found,"2.0 Zone Boxes, 332 Wiring Configuration, (2) Output Whips, (3) Circuit, (3) Circuit per Whip, Terminal Block",[]
BA253641,BA253641,"1-Gang, Round, Cast Iron Box, Deep, Fully Adjustable, Single Service, Aluminum Top",https://hubbellcdn.com/prodimage1200/WBP_BA2536_PRODIMAGE_1200.jpg,"[['Boxes'], []]",/hubbell/en/p/556604?queryID=ec3126128a0a0b0ff6979e0d4f205cf1&indexName=Products,"1-Gang, Round, Cast Iron Box, Deep, Fully Adjustable, Single Service, Aluminum Top",['DISCONTINUED']
CEXT332MFL15,CEXT332MFL15,"2.0 Extender Cables, 332 Family, Male/Female Connection, 15' Length",https://hubbellcdn.com/prodimage1200/WBP_CEXT332MFL05_PRODIMAGE_1200.jpg,"[['Accessories'], []]",/hubbell/en/p/556888?queryID=9b89aed6d6067b7ce8394f03af59fac5&indexName=Products,"2.0 Extender Cables, 332 Family, Male/Female Connection, 15' Length",[]
CFBS1R4CVRBRS,CFBS1R4CVRBRS,"4"" CFBS1R4 Series, Round Cover Assembly, Brushed Brass Plated Finish",https://hubbellcdn.com/prodimage1200/WBP_CFBS1R4CVRBRS_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2357002?queryID=91251108ca9595d065d78097e83bd72b&indexName=Products,"4"" CFBS1R4 Series, Round Cover Assembly, Brushed Brass Plated Finish",[]
CFBS1R4SFB,CFBS1R4SFB,"Galvanized Stamped Steel Box, 4"" CFBS1R4 Series, 5.00"" Minimum Depth of Pour",https://hubbellcdn.com/prodimage1200/WBP_CFBS1R4SFB_PRODIMAGE_1200.jpg,"[['Boxes'], ['Accessories']]",/hubbell/en/p/2356997?queryID=1d9b4797aa2f9e78dc6b39b5a8b22d27&indexName=Products,"Galvanized Stamped Steel Box, 4"" CFBS1R4 Series, 5.00"" Minimum Depth of Pour",[]
CFBS1R6CVRBRZ,CFBS1R6CVRBRZ,"CFB2G Series, Round Cover Assembly, Bronze Plated Finish",https://hubbellcdn.com/prodimage1200/WBP_CFBS1R6CVRBRZ_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2183683?queryID=459a432e1b6c373bfdd3445b5e9f0279&indexName=Products,"CFB2G Series, Round Cover Assembly, Bronze Plated Finish",[]
HBL11P160B,HBL11P160B,Title not found,https://hubbellcdn.com/prodimage1200/WBP_HBL8P160B_PRODIMAGE_1200.jpg,"[['Service/Branch Panels'], []]",url not found,"Surge Protective Devices, Panel, 160KAPeak Capacity, Delta 600V AC, 3-Pole 4-Wire Grounding",[]
HBL260,HBL260,"Wall Boxes, Data Box, 2-Gang, 3.25"" Depth",https://hubbellcdn.com/prodimage1200/WBP_HBL260_PRODIMAGE_1200.jpg,"[['Wall Boxes', ''], ['Wall/Ceiling']]",/hubbell/en/p/2180767?queryID=dd4ebc3e389e2b381e5f2f8d91b710c4&indexName=Products,"Wall Boxes, Data Box, 2-Gang, 3.25"" Depth",[]
HBL5719IVA,HBL5719IVA,"Metal Raceway, Corner Box, HBL500/700/750 Series, Ivory",https://hubbellcdn.com/prodimage1200/WBP_HBL5719IV_PRODIMAGE_1200.jpg,"[['Fittings'], []]",/hubbell/en/p/2180851?queryID=0f7cd1f4dc787b5ae3b48cfad9d93716&indexName=Products,"Metal Raceway, Corner Box, HBL500/700/750 Series, Ivory",[]
HBL5744S3IVA,HBL5744S3IVA,"Metal Raceway, Box, 3-Gang, Deep, HBL500/700/750 Series, Ivory",https://hubbellcdn.com/prodimage1200/WBP_HBL5744S3IV_PRODIMAGE_1200.jpg,"[['Boxes', ' Covers & Plates'], []]",/hubbell/en/p/2180908?queryID=c73b66c6c79abc4ee5f22a619ab29fd1&indexName=Products,"Metal Raceway Box, 3-Gang, Deep, HBL500/700/750",[]
HBL57473IVA,HBL57473IVA,"Metal Raceway, Box, 3-Gang, Shallow, HBL500/700/750 Series, Ivory",https://hubbellcdn.com/prodimage1200/WBP_HBL57473IV_PRODIMAGE_1200.jpg,"[['Boxes', ' Covers & Plates'], []]",/hubbell/en/p/2180924?queryID=c5c101de5fb5eac381911c751ef082da&indexName=Products,"Metal Raceway Box, 3-Gang, Shallow, HBL500/700/750",[]
HBT0622,HBT0622,"Wire Basket Tray, 6"" x 22"" x 118"", Round, Pre-Galvanized",https://hubbellcdn.com/prodimage1200/WBP_HBT0622_PRODIMAGE_1200.jpg,"[['Round Tray', ''], ['Round Tray']]",/hubbell/en/p/2726228?queryID=f9d187dd9ad51ecc28b7222250b40f42&indexName=Products,"Wire Basket Tray, 6"" x 22"" x 118"", Round, Pre-Galvanized",[]
HP5E24A,HP5E24A,"Patch Panels, Cat5E, 24-Port, UniversalWiring, Angled",https://hubbellcdn.com/prodimage1200/WBP_HP5E24A_PRODIMAGE_1200.jpg,"[['Patch Panels'], []]",/hubbell/en/p/2377805?queryID=8d0920ab042328a752561bafe5b9ee02&indexName=Products,"Patch Panels, Cat5E, 24-Port, UniversalWiring, Angled",[]
HP624W,HP624W,"Patch Panel, Cat6, 24-Port, UniversalWiring, White",https://hubbellcdn.com/prodimage1200/WBP_HP624W_PRODIMAGE_1200.jpg,"[['Patch Panels'], []]",/hubbell/en/p/2377752?queryID=a9d54a5bf076d997dbed57556d308fc5&indexName=Products,"Patch Panel, Cat6, 24-Port, UniversalWiring, White",[]
NSAV12C,NSAV12C,"COVER,FPTV,4GANG,SCREW-ON,WH",https://hubbellcdn.com/prodimage1200/WBP_NSAV12C_PRODIMAGE_1200.jpg,"[['Wall Boxes', ''], ['Wall/Ceiling']]",/hubbell/en/p/2607484?queryID=b5169b587a9b0c86ac3cbce0e10a96c0&indexName=Products,"COVER,FPTV,4GANG,SCREW-ON,WH",[]
PFBSTAND,PFBSTAND,"Pre-pour PVC Stand To Increase Box Height, 2.50"" to 4.00"" Within the Concrete Pour",https://hubbellcdn.com/prodimage1200/WBP_PFBSTAND_PRODIMAGE_1200.jpg,"[['Accessories'], []]",/hubbell/en/p/2345797?queryID=fc0d5b478fb7c2ab491bcc100cb71add&indexName=Products,"Pre-pour PVC Stand To Increase Box Height, 2.50"" to 4.00"" Within the Concrete Pour",[]
RAFB4BASE,RAFB4BASE,"4-Gang RAFB Series, 6.47"" Deep Round Box with Installation Cover",https://hubbellcdn.com/prodimage1200/WBP_RAFB4BASE_PRODIMAGE_1200.jpg,"[['Box & Cover'], []]",/hubbell/en/p/2185942?queryID=138a0d286864ce79a5881010a9d18d11&indexName=Products,"4-Gang RAFB Series, 6.47"" Deep Round Box with Installation Cover",[]
RAFB4SPDECO,RAFB4SPDECO,"RAFB4 Series, Mounting Plate, 1-Gang, (1) StyleLine/Decorator Opening",https://hubbellcdn.com/prodimage1200/WBP_RAFB4SP2AAP_PRODIMAGE_1200.jpg,"[['Accessories'], []]",/hubbell/en/p/2185951?queryID=e2960d7ea5fe85a496993cfbbc23a0e9&indexName=Products,"RAFB4 Series, Mounting Plate, 1-Gang, (1) StyleLine/Decorator Opening",[]
S1R10CSPJ,S1R10CSPJ,"Recessed 10"" Series, Sub Plate, Center, Single Gang, (1) 1.40"" Opening",https://hubbellcdn.com/prodimage1200/WBP_S1R10CSPJ_PRODIMAGE_1200.jpg,"[['Device Sub-Plates'], []]",/hubbell/en/p/4083935?queryID=f472548aa2d8825e0a0dd340d8f18822&indexName=Products,"Recessed 10"" Series, Sub Plate, Center, Single Gang, (1) 1.40"" Opening",[]
S1R10PSPZ,S1R10PSPZ,"Recessed 10"" Series, Sub Plate, 1/2 Perimeter, PreWired Duplex, 24"" Leads",https://hubbellcdn.com/prodimage1200/WBP_S1R10PSPZ_PRODIMAGE_1200.jpg,"[['Device Sub-Plates'], []]",/hubbell/en/p/4083986?queryID=db078e26999ff548ece4b6fe1635648f&indexName=Products,"Recessed 10"" Series, Sub Plate, 1/2 Perimeter, PreWired Duplex, 24"" Leads",[]
S1R4PTBRS,S1R4PTBRS,"Recessed 4"" Series, Kit",https://hubbellcdn.com/prodimage1200/WBP_S1R4PTBRS_PRODIMAGE_1200.jpg,"[['Base Units'], []]",/hubbell/en/p/2186148?queryID=f243f3121d25d7235cd278923c8ce54d&indexName=Products,"Recessed 4"" Series, (1) S1R4PTFIT, (1) S1R4CVRBRS, (1) S1FRPTJB Hubbell Junction Box",[]
S1R6SPN,S1R6SPN,Title not found,https://hubbellcdn.com/prodimage1200/WBP_S1R6SPN_PRODIMAGE_1200.jpg,"[['Device Sub-Plates'], []]",url not found,"Recessed 6"" Series, Sub Plate, 50% Left Side, (1) Style Line® Decorator Opening, (2) TRACJACK/ORTRONICS Openings",[]
ZB111C1W2TC,ZB111C1W2TC,Title not found,https://hubbellcdn.com/prodimage1200/WBP_ZB111C8W8TM_PRODIMAGE_1200.jpg,"[['Boxes'], []]",url not found,"2.0 Zone Boxes, 111 Wiring Configuration, (2) Output Whips, (1) Circuit, (1) Circuit per Whip, Terminal Block",[]
ZB332C3W1PIN,ZB332C3W1PIN,Title not found,https://hubbellcdn.com/prodimage1200/WBP_ZB422S2C16W4P_PRODIMAGE_1200.jpg,"[['Boxes'], []]",url not found,"2.0 Furniture Feed Boxes, 332 Wiring Configuration, (1) Output Whip, (3) Circuit, (3) Circuit per Whip, Open Leads",[]
ZB422S2C4W2TC,ZB422S2C4W2TC,Title not found,https://hubbellcdn.com/prodimage1200/WBP_ZB422S2C16W4P_PRODIMAGE_1200.jpg,"[['Boxes'], []]",url not found,"2.0 Zone Boxes, 422, 2+2 Wiring Configuration, (2) Output Whips, (4) Circuit, (4) Circuit per Whip, Terminal Block",[]
10GAFBCVRBRZ,10GAFBCVRBRZ,"8/10-Gang AFB Series, Cover Assembly, Bronze Powder Paint Finish",https://hubbellcdn.com/prodimage1200/WBP_10GAFBCVRBRZ_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2627329?queryID=88ac864cba1cd66fb1c25a1aa0e5a610&indexName=Products,"8/10-Gang AFB Series, Cover Assembly, Bronze Powder Paint Finish",[]
24GCCVRBRZ,24GCCVRBRZ,"CFB2G & CFB4G Rectangular Series, Surface Cover Assembly, Bronze Powder Paint Finish",https://hubbellcdn.com/prodimage1200/WBP_24GCCVRBRZ_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2183483?queryID=c594afa6b9f74403c60fb25eebbe8732&indexName=Products,"CFB2G & CFB4G Rectangular Series, Surface Cover Assembly, Bronze Powder Paint Finish",[]
2GAFBCVRALU,2GAFBCVRALU,"2-Gang AFB Series, Cover Assembly, Aluminum Powder Paint Finish",https://hubbellcdn.com/prodimage1200/WBP_2GAFBCVRALU_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2627401?queryID=420f1230a99a7950a8911ec0212ee3bf&indexName=Products,"2-Gang AFB Series, Cover Assembly, Aluminum Powder Paint Finish",[]
4GAFBCVRBRS,4GAFBCVRBRS,"4-Gang AFB Series, Cover Assembly, Brass Powder Paint Finish",https://hubbellcdn.com/prodimage1200/WBP_10GAFBCVRBRS_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2627451?queryID=2728cebbd21ca6b60a11e44bf869c109&indexName=Products,"4-Gang AFB Series, Cover Assembly, Brass Powder Paint Finish",[]
610GCCVRBKC,610GCCVRBKC,Title not found,https://hubbellcdn.com/prodimage1200/WBP_610GCCVRBKC_PRODIMAGE_1200.jpg,"[['Covers'], []]",url not found,"CFB6G & CFB10G Rectangular Series, Surface Cover Assembly, Black Powder Paint Finish with Floor Insert",[]
610GCCVRBRZC,610GCCVRBRZC,Title not found,https://hubbellcdn.com/prodimage1200/WBP_610GCCVRBRZC_PRODIMAGE_1200.jpg,"[['Covers'], []]",url not found,"CFB6G & CFB10G Rectangular Series, Surface Cover Assembly, Bronze Powder Paint Finish with Floor Insert",[]
AFBS1R6FFCVRBRS,AFBS1R6FFCVRBRS,"6"" Furniture Feed Series, Cover Assembly, Brushed Brass Plated Finish",https://hubbellcdn.com/prodimage1200/WBP_S1R6FFCVRBRS_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2357102?queryID=9c35d1f4b37a27f2c987a1e57e5736ed&indexName=Products,"6"" Furniture Feed Series, Cover Assembly, Brushed Brass Plated Finish",[]
AVPS15I,AVPS15I,"iStation, P-Sup, 5 VDC, Duplex, 15A125V, 2-Pole 3-Wire Grounding, USB Charger, Ivory",https://hubbellcdn.com/prodimage1200/WBP_AVPS15I_PRODIMAGE_1200.jpg,"[['Power Supply'], []]",/hubbell/en/p/2379044?queryID=9ca20f9f1cb92f70e78e18ee2aacbcd0&indexName=Products,"iStation, P-Sup, 5 VDC, Duplex, 15A125V, 2-Pole 3-Wire Grounding, USB Charger, Ivory",[]
CFBADAPT200,CFBADAPT200,Title not found,https://hubbellcdn.com/prodimage1200/WBP_CFBADAPT200_PRODIMAGE_1200.jpg,"[['Accessories'], []]",url not found,"CFBS1R4PFB Box, Replacement Accessories, PVC Conduit Reducing Adapters, 1"", 1-1/4"", 1-1/2""",[]
CFBS1R4SFBCR,CFBS1R4SFBCR,Title not found,https://hubbellcdn.com/prodimage1200/WBP_CFBS1R4SFBCR_PRODIMAGE_1200.jpg,"[['Boxes'], []]",url not found,"Galvanized Stamped Steel Box, 4"" CFBS1R4 Series, 5.00"" Minimum Depth of Pour, Corrosion Resistant Paint",[]
G1125M1,G1125M1,"Polytuff 1. Non-Metallic, 1 1/4"", Color Mod, Black",https://hubbellcdn.com/prodimage1200/WBP_G1100M1_PRODIMAGE_1200.jpg,"[['Non-Metallic LT Conduit & Tubing'], ['Hardware Kits', '']]",/hubbell/en/p/556097?queryID=77b66a5c6939e2bd7ea351e4113d7df4&indexName=Products,"Polytuff 1. Non-Metallic, 1 1/4"", Color Mod, Black",['DISCONTINUED']
G1200M1,G1200M1,"Polytuff 1. Non-Metallic, 2"", Color Mod, Black",https://hubbellcdn.com/prodimage1200/WBP_G1100M1_PRODIMAGE_1200.jpg,"[['Non-Metallic LT Conduit & Tubing'], ['Installation Dies', '']]",/hubbell/en/p/556099?queryID=81dc6cb0aea375712f2d4a24807c52f8&indexName=Products,"Polytuff 1. Non-Metallic, 2"", Color Mod, Black",[]
HBL2444IVA,HBL2444IVA,"Metal Raceway, HBL2400 Series, 1-Gang Extension Box, Deep Multi K.O.",https://hubbellcdn.com/prodimage1200/WBP_HBL2444IV_PRODIMAGE_1200.jpg,"[['Boxes', ' Covers & Plates'], []]",/hubbell/en/p/2627178?queryID=bf633c72acd031fc69020215f6f7bc1b&indexName=Products,"Metal Raceway, HBL2400 Series, 1-Gang Extension Box, Deep Multi K.O.",[]
HBL263,HBL263,"Wall Boxes, Data Box, 3-Gang, Large Data Box, 3.25"" Deep, With Mounting Bracket",https://hubbellcdn.com/prodimage1200/WBP_HBL263_PRODIMAGE_1200.jpg,"[['Wall Boxes', ''], ['Wall/Ceiling']]",/hubbell/en/p/2180768?queryID=bef294b093cc58558034d46c5424dd93&indexName=Products,"Wall Boxes, Data Box, 3-Gang, Large Data Box, 3.25"" Deep, With Mounting Bracket",[]
HBL5738AIVA,HBL5738AIVA,"Metal Raceway, Fixture Box, 5.5"" Diameter, HBL500/700/750 Series, Ivory",https://hubbellcdn.com/prodimage1200/WBP_HBL5738AIV_PRODIMAGE_1200.jpg,"[['Boxes', ' Covers & Plates'], []]",/hubbell/en/p/2180878?queryID=f803adef7dd02f31445ef9d8f0fbeff5&indexName=Products,"Metal Raceway Fixture Box, 5.5"" Diameter, HBL500/700/750",[]
HBLPP10GF,HBLPP10GF,"Aluminum Service Poles, 10"" 2"" Height, 1)GFCI Duplex, 2) Decorator Duplexes, Gray",https://hubbellcdn.com/prodimage1200/WBP_HBLPP10GF_PRODIMAGE_1200.jpg,"[['Service Poles'], []]",/hubbell/en/p/2627568?queryID=691c0f4fd4cb4a9edc5e375c86d87ae2&indexName=Products,"Aluminum Service Poles, 10"" 2"" Height, 1)GFCI Duplex, 2) Decorator Duplexes, Gray",[]
HBT0204BK,HBT0204BK,"Wire Basket Tray, 2"" x 4"" x 118"", Round, Black",https://hubbellcdn.com/prodimage1200/WBP_HBT0204BK_PRODIMAGE_1200.jpg,"[['Round Tray', ''], ['Round Tray']]",/hubbell/en/p/2726223?queryID=15cb8badfa9423f2b33e1e6df3aa1f3f&indexName=Products,"Wire Basket Tray, 2"" x 4"" x 118"", Round, Black",[]
HBT0416ZP,HBT0416ZP,"Wire Basket Tray, 4"" X 16"" X 118"", Electro Zinc Plated",https://hubbellcdn.com/prodimage1200/WBP_HBT0212_PRODIMAGE_1200.jpg,"[['Round Tray'], ['Round Tray']]",/hubbell/en/p/555271?queryID=2169320d145a689c9edd11fc728727bc&indexName=Products,"Wire Basket Tray, 4"" X 16"" X 118"", Electro Zinc Plated",[]
HBTI0408,HBTI0408,"Wire Basket Tray, Preformed Radius, Internal Elbow  4"" High X 8"" Wide, Pre-Galvanized",https://hubbellcdn.com/prodimage1200/WBP_HBTI0204_PRODIMAGE_1200.jpg,"[['Preformed Fittings', ''], ['Preformed Fittings']]",/hubbell/en/p/4083671?queryID=c4d03c6b62e2f3fb8b1513d7b2f9252b&indexName=Products,"Wire Basket Tray, Preformed Radius,Internal Elbow  4"" High X 8"" Wide, Pre-Galvanized",[]
RAFB4ALU,RAFB4ALU,Title not found,https://hubbellcdn.com/prodimage1200/WBP_RAFB4ALU_PRODIMAGE_1200.jpg,"[['Box & Cover'], []]",url not found,"4-Gang RAFB Series, 6.47"" Deep Round Box with CFBS1R8CVRALU Brushed Aluminum Cover",[]
S1R10PSPJ,S1R10PSPJ,"Recessed 10"" Series, Sub Plate, Full Perimeter, (1) 1.40"" Opening",https://hubbellcdn.com/prodimage1200/WBP_S1R10PSPJ_PRODIMAGE_1200.jpg,"[['Device Sub-Plates'], []]",/hubbell/en/p/4083982?queryID=7f15356dc1a8e11e454817cc25528588&indexName=Products,"Recessed 10"" Series, Sub Plate, Full Perimeter, (1) 1.40"" Opening",[]
S1R10PTGRY,S1R10PTGRY,"Recessed 10"" Series, Kit",https://hubbellcdn.com/prodimage1200/WBP_S1R10PTGRY_PRODIMAGE_1200.jpg,"[['Base Units'], []]",/hubbell/en/p/4083995?queryID=aadfbe37fd94f2ebcd9d2bb6f4c5475d&indexName=Products,"Recessed 10"" Series, Kit, Includes (1) S1R10PTFIT,(1) S1R10CVRGRY, (2) S1R10PSPREPBRKT, (4) S1R10CBFPT, (3) S1R10PBFBLANK, (1) S1R10PBF075, (1) S1R10CENTERDIV, (1) S1R10PERIMDIV",[]
S1SPEXT2C,S1SPEXT2C,Title not found,https://hubbellcdn.com/prodimage1200/WBP_S1SPEXT2C_PRODIMAGE_1200.jpg,"[['Device Sub-Plates', ''], ['Sub-Plates']]",url not found,"SystemOne, Sub-Plate, Recessed Opening for (1) Extron Single MAAP or (2) Single AAP Series Adapter Plates or FSR IPS plates, Controlled Single 20A, 125V Receptacle, Black",[]
HJ1038BPK25,HJ1038BPK25,"Kellems Wire Management, Cord Connectors, Junior with Spiral, .13""-.19"", 1/2"", Black",https://hubbellcdn.com/prodimage1200/WBP_HJ1040BPK25_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/167438?queryID=23512d2075802503930879cc90965015&indexName=Products,"Kellems Wire Management, Cord Connectors, Junior with Spiral, .13""-.19"", 1/2"", Black",[]
SHC1065,SHC1065,"Kellems Wire Management, Cord Connectors, Straight Male, 1.25-1.38"", 2"", Aluminum",https://hubbellcdn.com/prodimage1200/WBP_SHC1059_PRODIMAGE_1200.jpg,"[['Cord Connectors'], []]",/hubbell/en/p/178551?queryID=416be17cfbcfe3bcab3cb73d5820f145&indexName=Products,"Kellems Wire Management, Cord Connectors, Straight Male, 1.25-1.38"", 2"", Aluminum",[]
ZB422S2C4W1POUT,ZB422S2C4W1POUT,Title not found,https://hubbellcdn.com/prodimage1200/WBP_ZB422S2C16W4P_PRODIMAGE_1200.jpg,"[['Boxes'], []]",url not found,"2.0 Zone Boxes, 422, 2+2 Wiring Configuration, (1) Output Whip, (4) Circuit, (4) Circuit per Whip, Open Leads",[]
24GCCVRBRS,24GCCVRBRS,"CFB2G & CFB4G Rectangular Series, Surface Cover Assembly, Brass Powder Paint Finish",https://hubbellcdn.com/prodimage1200/WBP_24GCCVRBRS_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2183481?queryID=4de1f56dfd2c88e33e576f0246c92225&indexName=Products,"CFB2G & CFB4G Rectangular Series, Surface Cover Assembly, Brass Powder Paint Finish",[]
24GCFFCVRBRS,24GCFFCVRBRS,Title not found,https://hubbellcdn.com/prodimage1200/WBP_24GCFFCVRBRS_PRODIMAGE_1200.jpg,"[['Covers'], []]",url not found,"CFB2G & CFB4G Rectangular Furniture Feed Series, Surface Cover Assembly, Brass Powder Paint Finish",[]
24GTCVRBK,24GTCVRBK,"CFB2G & CFB4G Rectangular Series, Flush Cover Assembly, Black Powder Paint Finish",https://hubbellcdn.com/prodimage1200/WBP_24GTCVRBK_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2183489?queryID=5c277cb401200e70fdd5c4ba05ff9b90&indexName=Products,"CFB2G & CFB4G Rectangular Series, Flush Cover Assembly, Black Powder Paint Finish",[]
24GTFFCVRBK,24GTFFCVRBK,Title not found,https://hubbellcdn.com/prodimage1200/WBP_24GTFFCVRBK_PRODIMAGE_1200.jpg,"[['Covers'], []]",url not found,"CFB2G & CFB4G Rectangular Series, Flush Furniture Feed Cover Assembly, Black Powder Paint Finish",[]
24GTFFCVRNK,24GTFFCVRNK,Title not found,https://hubbellcdn.com/prodimage1200/WBP_24GTFFCVRNK_PRODIMAGE_1200.jpg,"[['Covers'], []]",url not found,"CFB2G & CFB4G Rectangular Series, Flush Furniture Feed Cover Assembly, Satin Nickel Powder Paint Finish",[]
4GAFBCVRNK,4GAFBCVRNK,"4-Gang AFB Series, Cover Assembly, Satin Nickel Powder Paint Finish",https://hubbellcdn.com/prodimage1200/WBP_10GAFBCVRNK_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2627455?queryID=3bb86587fab1e07489eacfad3e25e084&indexName=Products,"4-Gang AFB Series, Cover Assembly, Satin Nickel Powder Paint Finish",[]
AFB2G50CHI,AFB2G50CHI,Title not found,https://hubbellcdn.com/prodimage1200/WBP_AFB2G50CHI_PRODIMAGE_1200.jpg,"[['Boxes'], []]",url not found,"2-Gang AFB Series, 5.50"" Deep Rectangular Box with Installation Cover, No Knockouts, Chicago Approved",[]
AFBS1R6FFCVRBRZ,AFBS1R6FFCVRBRZ,"6"" Furniture Feed Series, Cover Assembly, Bronze Plated Finish",https://hubbellcdn.com/prodimage1200/WBP_S1R6FFCVRBRZ_PRODIMAGE_1200.jpg,"[['Covers'], []]",/hubbell/en/p/2357103?queryID=ce46d0c302cdeea67bbafb29f85cc78a&indexName=Products,"6"" Furniture Feed Series, Cover Assembly, Bronze Plated Finish",[]
CEXT111MFL30,CEXT111MFL30,"2.0 Extender Cables, 111 Family, Male/Female Connection, 30' Length",https://hubbellcdn.com/prodimage1200/WBP_CEXT332MFL05_PRODIMAGE_1200.jpg,"[['Accessories'], []]",/hubbell/en/p/556904?queryID=a9fcc7a0add7ee229f780bfb968c2e5b&indexName=Products,"2.0 Extender Cables, 111 Family, Male/Female Connection, 30' Length",[]
CFB4G30CI,CFB4G30CI,Recessed 4-Gang Concrete Floorbox with Rectangular Cover.,https://hubbellcdn.com/prodimage1200/WBP_CFB4G30CI_PRODIMAGE_1200.jpg,"[['Boxes', ''], ['Box & Cover']]",/hubbell/en/p/556594?queryID=1c8293f2b0ab6b7e93dbba04acc0ecde&indexName=Products,"4-Gang CFB Series Box for Rectangular Covers, 3.25"" Minimum Depth of Pour, Corrosion Resistant Paint",[]
CFB8RCVRR2,CFB8RCVRR2,"Floor Boxes, CFB Series, 8.00"" Collar,.25""-.50""",https://hubbellcdn.com/prodimage1200/WBP_CFB8RCVRR2_PRODIMAGE_1200.jpg,"[['Accessories'], []]",/hubbell/en/p/2183673?queryID=89bc6cfab8eb0586a0f003ec70b9d795&indexName=Products,"Floor Boxes, CFB Series, 8.00"" Collar,.25""-.50""",[]
